COUNTY,PRECINCT,PRES16D,PRES16D_AB,PRES16D_AD,PRES16D_ED,PRES16D_PR,PRES16L,PRES16L_AB,PRES16L_AD,PRES16L_ED,PRES16L_PR,PRES16R,PRES16R_AB,PRES16R_AD,PRES16R_ED,PRES16R_PR,REG_VOTE
Gwinnett,DULUTH A,1469,103,700,660,6,138,9,49,79,1,1309,94,544,663,8,3711
Gwinnett,DUNCANS A,814,54,434,324,2,108,8,36,64,0,2109,123,1102,880,4,3752
Gwinnett,PUCKETTS A,881,41,532,303,5,108,11,38,59,0,2146,131,1262,739,14,3975
Gwinnett,CATES A,520,30,292,198,0,55,1,17,37,0,934,124,447,362,1,1948
Gwinnett,BERKSHIRE A,839,36,383,417,3,52,2,12,38,0,383,23,125,234,1,1760
Gwinnett,BERKSHIRE B,2100,77,1253,756,14,102,7,55,40,0,709,79,426,204,0,4080
Gwinnett,DUNCANS C,497,31,234,232,0,78,7,31,40,0,1509,93,694,720,2,2518
Gwinnett,GARNERS A,889,45,497,344,3,121,10,50,61,0,1325,103,678,540,4,2910
Gwinnett,LAWRENCEVILLE A,1052,194,455,397,6,70,5,22,41,2,891,130,394,363,4,2889
Gwinnett,LAWRENCEVILLE B,1754,69,1069,607,9,71,8,28,35,0,926,65,485,374,2,3653
Gwinnett,MARTINS A,1237,44,522,661,10,58,1,19,38,0,364,19,138,206,1,2371
Gwinnett,MARTINS B,1087,42,440,597,8,50,2,14,34,0,564,33,206,322,3,2307
Gwinnett,MARTINS C,818,28,284,501,5,55,5,15,35,0,611,31,218,361,1,1934
Gwinnett,PINCKNEYVILLE A,992,27,374,586,5,58,5,14,38,1,239,12,73,152,2,1983
Gwinnett,PINCKNEYVILLE B,1125,45,534,533,13,67,1,22,43,1,365,25,170,164,6,2390
Gwinnett,PINCKNEYVILLE C,623,57,219,346,1,51,4,6,41,0,613,72,125,414,2,1568
Gwinnett,PINCKNEYVILLE D,729,14,311,398,6,39,1,9,28,1,190,10,84,96,0,1512
Gwinnett,SUGAR HILL A,803,50,314,428,11,85,5,22,54,4,1247,56,505,674,12,2940
Gwinnett,SUGAR HILL B,1048,46,418,574,10,144,3,39,102,0,1653,93,640,906,14,3787
Gwinnett,HOG MOUNTAIN A,1351,57,632,657,5,119,7,33,78,1,1177,46,487,639,5,3646
Gwinnett,HOG MOUNTAIN B,1097,51,542,500,4,107,6,33,68,0,1767,98,791,874,4,3661
Gwinnett,ROCKYCREEK A,1302,39,679,578,6,128,5,41,80,2,1934,96,993,842,3,4311
Gwinnett,CATES B,371,25,146,199,1,78,5,14,59,0,679,68,283,327,1,1417
Gwinnett,CATES C,964,30,533,397,4,37,1,15,21,0,678,46,326,305,1,2181
Gwinnett,HOG MOUNTAIN D,706,36,316,351,3,98,5,29,64,0,1107,55,471,579,2,2475
Gwinnett,BERKSHIRE D,837,64,436,333,4,81,7,29,45,0,930,92,394,441,3,2310
Gwinnett,BERKSHIRE E,598,32,304,260,2,60,1,21,38,0,716,60,337,313,6,1674
Gwinnett,BERKSHIRE F,628,32,243,346,7,39,6,9,24,0,410,35,101,272,2,1573
Gwinnett,CATES D,740,29,336,371,4,53,1,14,37,1,915,75,366,472,2,2140
Gwinnett,035 Cates D - 04,191,18,84,88,1,12,1,1,10,0,181,10,68,102,1,495
Gwinnett,CATES E,869,44,463,360,2,80,7,22,51,0,1010,88,431,491,0,2402
Gwinnett,PINCKNEYVILLE E,770,13,258,489,10,46,2,9,35,0,200,10,63,126,1,1563
Gwinnett,PINCKNEYVILLE F,698,36,272,387,3,28,0,9,19,0,295,21,121,149,4,1648
Gwinnett,DUNCANS D,1028,78,479,467,4,152,12,59,81,0,2675,180,1260,1230,5,4888
Gwinnett,PINCKNEYVILLE H,1342,113,582,646,1,114,12,35,66,1,1165,103,449,606,7,3376
Gwinnett,BAYCREEK B,2069,62,1130,864,13,72,5,21,45,1,1189,70,513,601,5,4331
Gwinnett,LAWRENCEVILLE C,624,31,311,279,3,107,5,22,79,1,1064,70,466,528,0,2359
Gwinnett,MARTINS D,803,35,272,487,9,26,1,6,18,1,163,19,43,100,1,1521
Gwinnett,ROCKBRIDGE B,1631,47,838,735,11,64,4,18,42,0,620,54,290,273,3,3144
Gwinnett,GARNERS B,1219,52,706,459,2,55,7,22,25,1,713,89,369,254,1,2529
Gwinnett,CATES F,403,35,151,213,4,59,1,14,43,1,789,63,302,423,1,1566
Gwinnett,CATES G,644,55,302,286,1,75,6,24,45,0,1217,84,560,573,0,2392
Gwinnett,DULUTH B,867,54,383,428,2,81,6,22,53,0,1018,94,417,505,2,2666
Gwinnett,GARNERS C,604,31,287,277,9,60,2,22,35,1,552,39,224,288,1,1603
Gwinnett,PINCKNEYVILLE I,988,25,446,512,5,37,1,10,26,0,310,35,117,158,0,1893
Gwinnett,PINCKNEYVILLE J,975,25,418,516,16,30,2,12,16,0,172,16,73,83,0,1901
Gwinnett,BERKSHIRE G,695,32,391,268,4,72,5,21,46,0,794,63,432,297,2,1960
Gwinnett,CATES H,1307,41,684,569,13,54,6,23,25,0,683,62,338,283,0,2780
Gwinnett,SUGAR HILL C,986,57,424,501,4,133,3,34,96,0,1914,83,646,1176,9,3804
Gwinnett,SUGAR HILL D,838,42,350,442,4,92,4,28,60,0,1412,62,645,696,9,3095
Gwinnett,DULUTH C,691,40,297,354,0,93,2,31,60,0,625,67,220,335,3,1914
Gwinnett,DULUTH D,1393,50,658,674,11,121,13,37,71,0,876,68,386,420,2,3331
Gwinnett,PINCKNEYVILLE K,1327,37,539,736,15,59,3,19,36,1,350,20,130,199,1,2674
Gwinnett,PINCKNEYVILLE N,1412,35,520,840,17,72,1,18,51,2,318,16,82,218,2,2723
Gwinnett,LAWRENCEVILLE D,1753,56,865,811,21,69,2,25,42,0,548,35,255,257,1,3644
Gwinnett,LAWRENCEVILLE E,633,35,291,304,3,58,1,17,38,2,821,70,383,366,2,1890
Gwinnett,PINCKNEYVILLE L,622,79,189,354,0,107,6,22,79,0,1040,116,249,669,6,2140
Gwinnett,PINCKNEYVILLE M,650,80,192,378,0,75,8,10,57,0,1124,105,300,716,3,2297
Gwinnett,GARNERS D,1337,53,684,596,4,45,4,16,25,0,534,59,278,197,0,2543
Gwinnett,BERKSHIRE H,587,25,270,287,5,38,3,11,24,0,325,28,122,167,8,1274
Gwinnett,PINCKNEYVILLE O,1340,35,661,627,17,59,1,26,32,0,350,19,137,190,4,2616
Gwinnett,PUCKETTS E,1333,53,704,564,12,92,6,27,58,1,1522,86,775,656,5,3919
Gwinnett,CATES I,1107,56,543,505,3,89,4,22,63,0,1111,81,441,588,1,2938
Gwinnett,CATES J,1109,67,520,515,7,97,8,20,69,0,910,81,352,475,2,2744
Gwinnett,GOODWINS B,933,69,450,412,2,120,8,41,69,2,1419,114,644,660,1,3218
Gwinnett,LAWRENCEVILLE F,1635,44,948,634,9,73,4,15,53,1,607,27,260,318,2,3082
Gwinnett,MARTINS E,2197,67,933,1166,31,66,3,19,41,3,294,32,106,150,6,4381
Gwinnett,PINCKNEYVILLE P,673,50,200,414,9,61,3,8,48,2,592,64,145,382,1,1701
Gwinnett,PINCKNEYVILLE Q,762,19,237,497,9,30,1,0,27,2,128,2,31,94,1,1365
Gwinnett,ROCKBRIDGE C,2307,68,1394,836,9,77,6,26,45,0,647,48,318,280,1,3928
Gwinnett,ROCKBRIDGE D,1570,47,914,597,12,51,1,30,20,0,653,50,367,235,1,2874
Gwinnett,GOODWINS C,1765,79,828,845,13,106,4,28,73,1,1034,104,394,532,4,3948
Gwinnett,BAYCREEK K,1111,39,663,407,2,54,5,20,29,0,1158,63,578,515,2,2867
Gwinnett,CATES K,627,28,250,345,4,102,3,21,78,0,932,64,340,525,3,2116
Gwinnett,BAYCREEK C,2116,73,1245,794,4,104,4,43,57,0,1562,119,725,714,4,4733
Gwinnett,CATES L,1344,41,707,590,6,74,3,33,38,0,1076,84,495,493,4,3238
Gwinnett,DULUTH E,1665,74,737,843,11,101,3,24,73,1,782,70,296,413,3,3671
Gwinnett,GOODWINS D,1165,70,477,610,8,147,9,42,96,0,1165,66,444,651,4,3337
Gwinnett,LAWRENCEVILLE G,1162,29,543,583,7,52,1,16,35,0,429,14,184,228,3,2286
Gwinnett,LAWRENCEVILLE H,1072,57,515,498,2,118,7,37,74,0,1423,97,607,718,1,3275
Gwinnett,MARTINS F,917,28,364,519,6,45,3,24,18,0,308,17,108,179,4,1897
Gwinnett,PINCKNEYVILLE S,1007,38,340,621,8,72,6,14,51,1,586,48,198,340,0,2367
Gwinnett,ROCKBRIDGE E,1774,48,880,841,5,70,6,22,41,1,573,35,233,300,5,3387
Gwinnett,SUGAR HILL E,671,28,334,301,8,101,4,34,63,0,1099,61,493,538,7,2379
Gwinnett,LAWRENCEVILLE I,1077,33,446,590,8,91,8,20,63,0,722,54,313,354,1,2630
Gwinnett,BAYCREEK D,1262,58,733,464,7,80,7,26,47,0,1547,78,700,765,4,3625
Gwinnett,BERKSHIRE J,802,51,413,337,1,95,6,32,57,0,1030,88,480,459,3,2378
Gwinnett,CATES M,1022,66,495,457,4,145,8,37,100,0,1581,122,707,751,1,3457
Gwinnett,CATES N,506,18,246,238,4,57,3,15,38,1,1196,120,542,531,3,2158
Gwinnett,DULUTH F,1867,62,927,861,17,78,5,30,42,1,581,45,239,293,4,3826
Gwinnett,DULUTH G,761,50,320,389,2,66,4,14,48,0,971,62,371,536,2,2352
Gwinnett,GOODWINS E,1479,69,725,676,9,148,11,50,87,0,1506,100,637,764,5,4183
Gwinnett,GOODWINS F,908,70,389,444,5,102,6,28,67,1,843,49,335,459,0,2460
Gwinnett,PINCKNEYVILLE T,920,33,367,518,2,75,6,11,57,1,652,53,209,389,1,2294
Gwinnett,SUWANEE B,1078,57,678,340,3,134,10,55,68,1,1350,66,843,440,1,3305
Gwinnett,PINCKNEYVILLE U,711,19,267,416,9,68,3,12,53,0,462,45,96,318,3,1659
Gwinnett,PUCKETTS B,581,38,290,251,2,57,5,17,35,0,1282,78,646,554,4,2377
Gwinnett,BERKSHIRE L,1174,49,480,635,10,59,5,16,38,0,397,36,147,212,2,2322
Gwinnett,ROCKBRIDGE F,2650,81,1834,721,14,69,0,41,26,2,713,56,458,197,2,4385
Gwinnett,SUGAR HILL F,873,38,389,438,8,132,3,31,95,3,1381,70,558,744,9,3124
Gwinnett,SUWANEE C,1218,63,649,501,5,116,8,38,69,1,1509,123,736,644,6,3878
Gwinnett,CATES O,382,14,191,176,1,30,0,12,17,1,488,30,180,277,1,1160
Gwinnett,BAYCREEK E,871,29,454,388,0,57,2,14,41,0,898,71,372,452,3,2418
Gwinnett,BERKSHIRE M,461,26,215,218,2,50,6,18,26,0,605,44,243,315,3,1403
Gwinnett,MARTINS G,863,22,369,465,7,57,1,12,44,0,339,23,97,219,0,1733
Gwinnett,DULUTH H,784,64,355,359,6,58,1,16,41,0,779,106,310,363,0,2142
Gwinnett,BERKSHIRE N,836,55,503,276,2,69,4,28,36,1,1202,90,733,375,4,2585
Gwinnett,PINCKNEYVILLE V,548,26,246,268,8,36,2,11,23,0,295,26,124,144,1,1247
Gwinnett,PINCKNEYVILLE W,1250,41,465,737,7,97,3,24,69,1,859,65,305,486,3,3032
Gwinnett,MARTINS H,1594,67,703,814,10,67,4,22,39,2,821,52,348,417,4,3482
Gwinnett,MARTINS I,1380,49,549,758,24,43,2,16,24,1,439,53,133,245,8,2751
Gwinnett,MARTINS J,1533,44,602,872,15,75,6,24,45,0,392,21,166,200,5,2933
Gwinnett,GARNERS F,467,18,236,211,2,49,4,12,33,0,523,38,253,229,3,1326
Gwinnett,BERKSHIRE O,663,43,299,319,2,64,5,11,48,0,986,69,431,483,3,2144
Gwinnett,BERKSHIRE P,416,20,166,223,7,19,0,3,16,0,285,14,110,160,1,1027
Gwinnett,PINCKNEYVILLE X,1029,97,424,506,2,119,6,28,85,0,1016,98,363,552,3,2732
Gwinnett,ROCKBRIDGE G,2433,90,1502,830,11,76,5,33,38,0,678,59,350,267,2,4165
Gwinnett,PINCKNEYVILLE Y,1221,31,502,674,14,40,0,6,32,2,289,21,84,181,3,2282
Gwinnett,GOODWINS G,936,31,381,517,7,47,1,9,36,1,433,16,154,260,3,1962
Gwinnett,PINCKNEYVILLE Z,481,63,126,291,1,76,7,12,57,0,861,74,169,614,4,1629
Gwinnett,PINCKNEYVILLE A1,719,86,243,390,0,93,13,17,63,0,1160,125,297,734,4,2434
Gwinnett,LAWRENCEVILLE J,728,27,344,352,5,60,1,22,37,0,401,16,136,248,1,1627
Gwinnett,GOODWINS H,816,35,365,412,4,88,4,24,60,0,794,59,274,461,0,2172
Gwinnett,DUNCANS B,769,39,330,396,4,108,4,23,81,0,2119,122,961,1031,5,3786
Gwinnett,SUWANEE D,948,70,453,420,5,126,13,32,79,2,1894,128,834,923,9,3652
Gwinnett,SUWANEE E,934,50,469,409,6,117,13,32,71,1,1601,97,795,702,7,3354
Gwinnett,LAWRENCEVILLE K,883,33,408,441,1,84,5,25,53,1,1052,49,412,588,3,2566
Gwinnett,HARBINS B,897,28,508,357,4,106,7,49,48,2,1683,74,1031,577,1,3427
Gwinnett,BAYCREEK F,1574,72,872,620,10,65,4,22,37,2,989,63,446,472,8,3372
Gwinnett,PUCKETTS C,619,25,255,336,3,85,4,32,48,1,1183,66,561,550,6,2420
Gwinnett,HOG MOUNTAIN C,910,44,421,440,5,109,6,37,64,2,1372,55,623,687,7,3176
Gwinnett,ROCKYCREEK B,1148,64,570,513,1,148,4,51,93,0,1802,102,893,806,1,3900
Gwinnett,DULUTH I,1216,95,541,575,5,59,7,21,31,0,1508,148,610,746,4,3671
Gwinnett,MARTINS K,2107,61,958,1067,21,82,3,20,58,1,614,31,229,351,3,3808
Gwinnett,SUWANEE H,724,65,378,272,9,86,8,32,46,0,1633,130,847,644,12,3082
Gwinnett,SUGAR HILL G,610,30,322,256,2,96,5,20,71,0,1136,57,439,638,2,2307
Gwinnett,SUWANEE F,1056,46,506,501,3,123,8,33,81,1,1172,70,506,595,1,3059
Gwinnett,LAWRENCEVILLE L,1601,78,811,701,11,105,3,30,72,0,1189,94,521,568,6,3859
Gwinnett,LAWRENCEVILLE M,2380,60,1288,1020,12,93,3,30,60,0,698,27,317,348,6,4367
Gwinnett,BAYCREEK G,1634,67,956,609,2,86,6,28,51,1,1319,87,604,624,4,3865
Gwinnett,BAYCREEK H,1296,59,685,547,5,107,6,32,68,1,2090,112,892,1083,3,4368
Gwinnett,BAYCREEK I,1797,58,1047,688,4,97,7,29,61,0,1343,66,608,663,6,4195
Gwinnett,BERKSHIRE Q,468,30,202,232,4,56,4,22,30,0,587,36,235,316,0,1392
Gwinnett,GOODWINS I,731,37,285,407,2,78,11,24,43,0,895,73,281,540,1,2139
Gwinnett,DULUTH K,880,23,405,448,4,36,3,10,22,1,248,21,90,133,4,1965
Gwinnett,HARBINS C,468,20,220,224,4,58,2,13,42,1,1076,49,359,666,2,1951
Gwinnett,ROCKYCREEK C,1233,69,638,522,4,118,8,42,68,0,1782,91,920,767,4,3895
Gwinnett,LAWRENCEVILLE N,652,25,305,317,5,67,3,20,44,0,563,26,234,302,1,1798
Gwinnett,PUCKETTS D,616,24,304,284,4,86,3,27,56,0,1372,81,700,587,4,2595
Gwinnett,SUWANEE G,985,48,459,474,4,109,6,35,68,0,1104,60,429,614,1,2840
Gwinnett,BAYCREEK J,1578,56,907,603,12,72,2,26,44,0,955,66,437,446,6,3384
Habersham,Habersham North,819,78,626,115,0,171,12,101,58,0,4642,261,3747,633,1,6924
Habersham,Habersham South,610,47,405,158,0,95,3,58,34,0,2632,149,1988,494,1,4347
Habersham,Demorest,375,28,252,95,0,71,4,32,35,0,2384,130,1780,473,1,3576
Habersham,Town of Mount Airy,69,5,39,25,0,11,2,6,3,0,334,21,195,118,0,532
Habersham,City of Baldwin,114,4,57,53,0,24,1,11,12,0,310,15,185,110,0,693
Habersham,Mud Creek,322,29,188,105,0,61,1,30,30,0,2073,123,1469,481,0,3097
Habersham,Amys Creek,174,12,121,41,0,28,5,12,11,0,815,45,534,236,0,1211
Hall,01-Wilson,840,49,526,263,2,98,3,53,41,1,2279,124,1661,493,1,4142
Hall,02-Chicopee,496,11,208,277,0,60,3,27,30,0,710,40,384,284,2,1817
Hall,03-Oakwood I,389,10,167,212,0,50,3,18,29,0,800,36,367,396,1,1795
Hall,04-Oakwood II,534,32,289,213,0,96,5,42,49,0,1949,69,1060,817,3,3286
Hall,05-Flowery Branch I,445,28,228,188,1,104,9,29,66,0,1869,77,915,876,1,3044
Hall,06-Flowery Branch II,476,27,208,241,0,61,1,16,44,0,1429,54,611,761,3,2501
Hall,07-Roberts,647,51,274,321,1,95,6,24,65,0,2645,145,1136,1362,2,4195
Hall,08-Morgan I,327,24,146,157,0,67,4,16,47,0,1949,81,885,982,1,2922
Hall,09-Morgan II,653,28,316,309,0,88,4,27,57,0,2065,79,1126,859,1,3748
Hall,10-Candler,797,26,353,417,1,102,5,45,51,1,2228,79,1073,1073,3,4022
Hall,11-Tadmore,1138,44,538,552,4,72,3,24,45,0,1208,41,553,611,3,3560
Hall,12-Glade,376,22,199,153,2,77,6,30,40,1,1503,86,738,678,1,2726
Hall,13-Lula,220,16,86,117,1,40,3,10,27,0,1603,54,597,950,2,2368
Hall,14-Clermont,166,12,62,92,0,49,3,10,36,0,1819,56,678,1084,1,2428
Hall,15-Quillians,161,7,62,91,1,39,4,17,18,0,1530,59,670,799,2,2057
Hall,16-Bark Camp,514,41,253,220,0,93,5,45,43,0,2724,105,1351,1268,0,4428
Hall,17-Chestatee,361,21,184,156,0,73,3,30,40,0,1849,85,979,783,2,2798
Hall,18-Fork,371,32,192,147,0,57,11,13,33,0,1734,52,978,702,2,2640
Hall,19-Whelchel,468,36,205,227,0,77,2,23,52,0,2214,104,1105,1005,0,3341
Hall,20-West Whelchel,541,84,268,189,0,109,9,35,65,0,2147,203,1015,929,0,3304
Hall,21-Gainesville I,625,44,337,244,0,75,6,18,51,0,1310,89,647,572,2,2883
Hall,22-Gainesville II,1189,109,585,494,1,23,1,7,15,0,109,9,54,46,0,2078
Hall,23-Gainesville III,950,39,482,427,2,110,1,39,68,2,1063,54,565,440,4,3337
Hall,24-Gainesville IV,546,33,280,233,0,76,3,29,44,0,839,49,476,313,1,2045
Hall,25-Gainesville V,269,16,118,134,1,48,1,20,27,0,535,27,252,256,0,1175
Hall,26-Gillsville,78,5,25,47,1,14,0,3,11,0,614,26,187,401,0,829
Hall,27-Big Hickory,257,25,125,107,0,72,5,25,42,0,2158,75,1093,989,1,3024
Hall,28-Friendship I,1108,127,610,371,0,161,8,58,95,0,4065,301,2246,1518,0,6440
Hall,29-Friendship II,331,27,151,153,0,74,3,27,44,0,1548,67,711,769,1,2502
Hall,30-Friendship III,543,36,252,255,0,107,4,29,74,0,2085,62,1069,952,2,3510
Hall,31-Friendship IV,364,19,191,154,0,40,0,9,31,0,1153,34,599,520,0,1862
Hancock,Devereux Fire Station,292,29,121,142,0,7,1,3,3,0,273,12,136,125,0,802
Hancock,St. Mark,321,36,109,176,0,9,1,4,4,0,47,3,24,20,0,592
Hancock,Courthouse,461,56,198,202,5,2,0,1,1,0,102,4,57,40,1,936
Hancock,Second Beulah,270,29,122,119,0,3,0,0,3,0,32,0,13,19,0,433
Hancock,Mayfield Comm Center,176,12,57,107,0,0,0,0,0,0,32,2,12,18,0,331
Hancock,Power of God,375,46,118,210,1,4,0,2,2,0,54,4,30,20,0,692
Hancock,Warren Chapel,77,14,45,18,0,4,0,2,2,0,89,5,46,37,1,232
Hancock,Youth Center,472,54,167,251,0,1,0,1,0,0,104,8,56,40,0,884
Hancock,Second Darrien,177,17,53,107,0,4,0,0,4,0,85,3,22,60,0,353
Hancock,Sparta 4C,80,10,41,29,0,2,0,0,2,0,25,2,12,11,0,152
Haralson,BREMEN,558,44,253,261,0,97,6,41,50,0,2969,115,1615,1238,1,4599
Haralson,BUCHANAN,169,11,103,55,0,20,1,12,7,0,1154,58,679,416,1,1733
Haralson,BUNCOMBE,52,0,15,37,0,11,1,1,9,0,459,11,159,289,0,694
Haralson,CORINTH,78,3,35,40,0,14,1,5,8,0,821,28,370,423,0,1136
Haralson,TWENTIETH,40,2,16,22,0,12,1,3,8,0,389,7,141,241,0,553
Haralson,FELTON,13,0,1,12,0,2,0,0,2,0,153,7,40,106,0,220
Haralson,LITTLE CREEK,46,2,18,26,0,9,1,3,5,0,386,19,107,260,0,541
Haralson,MT VIEW,12,0,3,9,0,1,0,0,1,0,170,0,37,133,0,230
Haralson,SEVENTH,151,13,66,72,0,23,1,9,13,0,837,28,390,419,0,1293
Haralson,BEREA-STEADMAN,23,2,12,9,0,7,0,2,5,0,323,14,101,208,0,434
Haralson,TALLAPOOSA,258,30,103,125,0,52,0,24,28,0,1395,38,687,669,1,2228
Haralson,WACO,75,2,25,47,1,16,0,1,15,0,529,6,179,341,3,827
Harris,CATAULA,379,17,221,141,0,50,4,21,25,0,1454,49,849,556,0,2275
Harris,ELLERSLIE,701,38,430,233,0,57,0,26,31,0,2022,82,1118,822,0,3357
Harris,GOODMAN,369,11,164,194,0,21,1,9,11,0,638,16,376,246,0,1325
Harris,HAMILTON,509,21,351,137,0,39,1,22,16,0,987,28,708,251,0,1962
Harris,LOWER 19TH,346,24,161,161,0,43,1,18,24,0,1327,48,622,657,0,2030
Harris,MULBERRY GROVE,317,21,180,116,0,41,2,17,22,0,1617,87,949,580,1,2390
Harris,PINE MOUNTAIN VALLEY,119,9,65,45,0,19,3,5,11,0,599,19,309,271,0,928
Harris,SKINNER,207,10,51,146,0,18,0,1,17,0,361,8,76,277,0,765
Harris,UPPER 19TH,150,5,64,81,0,20,3,6,11,0,823,43,420,360,0,1189
Harris,VALLEY PLAINS,152,6,51,95,0,6,1,1,4,0,316,3,144,169,0,616
Harris,WAVERLY HALL,609,51,295,263,0,46,6,24,16,0,1112,50,541,521,0,2264
Harris,WHITESVILLE,228,12,95,121,0,19,1,6,12,0,680,24,337,319,0,1134
Hart,Hartwell,1235,132,746,357,0,80,3,43,34,0,2596,119,1773,704,0,5054
Hart,Goldmine,207,10,87,110,0,22,1,8,13,0,843,30,369,444,0,1427
Hart,Cokesbury,306,8,152,146,0,16,2,6,8,0,385,11,175,199,0,930
Hart,Reed Creek,324,10,183,131,0,51,3,20,28,0,1462,56,783,622,1,2257
Hart,Bowersville,144,5,48,91,0,9,1,0,8,0,637,16,229,392,0,1003
Hart,Shoal Creek,132,7,53,72,0,22,0,10,12,0,764,43,348,373,0,1145
Hart,Bio,237,10,115,112,0,9,0,6,3,0,599,22,264,313,0,1046
Heard,CENTRALHATCHEE,140,15,57,68,0,26,1,5,20,0,891,54,341,496,0,1284
Heard,COOKSVILLE - CORINTH,33,0,12,21,0,7,0,1,6,0,256,5,116,135,0,421
Heard,ENON GROVE,84,6,32,46,0,14,0,3,11,0,471,27,177,267,0,795
Heard,EPHESUS,85,11,26,48,0,19,1,5,13,0,631,43,160,428,0,928
Heard,FRANKLIN,305,31,167,107,0,25,4,13,8,0,848,57,479,311,1,1649
Heard,SOUTHWEST,96,7,27,61,1,2,0,0,2,0,273,10,82,181,0,478
Henry,LOCUST GROVE,1852,72,1354,424,2,97,3,58,36,0,1371,52,1023,293,3,4321
Henry,TUSSAHAW,265,8,169,86,2,58,1,31,25,1,1842,59,1204,575,4,2622
Henry,SANDY RIDGE,493,8,311,172,2,83,5,48,30,0,2247,56,1418,773,0,3513
Henry,WESTSIDE,2603,105,1591,894,13,77,1,33,43,0,538,25,348,161,4,4947
Henry,LOWES,2768,65,1865,833,5,127,5,68,54,0,2055,57,1479,515,4,6423
Henry,SOUTH HAMPTON,1395,114,902,376,3,107,4,67,36,0,1601,46,1165,389,1,4055
Henry,NORTH HAMPTON,2058,91,1373,589,5,118,4,74,40,0,1771,81,1336,349,5,5200
Henry,MT. CARMEL,1929,37,1347,543,2,49,2,24,22,1,717,32,465,220,0,3352
Henry,RED OAK,2822,71,1957,787,7,58,5,29,24,0,496,36,307,153,0,4262
Henry,WESLEY LAKES,2047,51,1332,661,3,78,4,41,33,0,940,42,682,214,2,3959
Henry,MCDONOUGH,660,18,496,142,4,25,1,16,8,0,449,26,354,68,1,1469
Henry,MCMULLEN,495,25,332,137,1,69,1,38,30,0,1660,75,1107,477,1,2697
Henry,EAST LAKE,466,11,299,156,0,51,5,28,18,0,1648,72,1189,387,0,2639
Henry,HICKORY FLAT,1904,63,1309,530,2,91,7,37,47,0,1199,51,843,303,2,4061
Henry,STOCKBRIDGE EAST,894,25,633,232,4,33,2,19,12,0,254,19,187,46,2,1638
Henry,STOCKBRIDGE WEST,1995,45,1395,549,6,47,1,24,21,1,351,12,244,92,3,3272
Henry,STAGECOACH,991,28,691,270,2,50,1,24,25,0,934,30,677,226,1,2625
Henry,COTTON INDIAN,1251,28,867,349,7,72,4,40,26,2,1320,44,896,376,4,3389
Henry,PLEASANT GROVE,1045,25,777,242,1,54,2,28,24,0,1582,73,1131,373,5,3274
Henry,AUSTIN ROAD,1301,49,969,280,3,41,2,26,13,0,784,34,600,148,2,2606
Henry,SWAN LAKE,857,31,614,211,1,60,0,32,27,1,1274,28,983,262,1,2850
Henry,SHAKERAG,2093,51,1573,468,1,54,1,29,24,0,307,12,249,45,1,3110
Henry,ELLENWOOD,2222,60,1775,380,7,47,3,29,14,1,483,28,383,72,0,3401
Henry,UNITY GROVE - 03,425,16,300,108,1,30,1,17,12,0,935,27,716,192,0,1724
Henry,UNITY GROVE - 10,213,4,149,59,1,40,1,23,16,0,1292,23,968,301,0,1825
Henry,SHILOH,1416,51,941,420,4,73,2,43,28,0,743,26,570,147,0,3049
Henry,PATES CREEK,1700,72,1154,468,6,102,7,57,38,0,1530,90,1038,400,2,4223
Henry,OAKLAND,1204,54,791,356,3,67,1,38,28,0,1424,71,965,386,2,3348
Henry,LAKE DOW,965,30,653,282,0,79,2,42,35,0,2149,60,1553,535,1,3906
Henry,FLIPPEN,1736,65,1260,409,2,39,3,16,20,0,1002,50,736,216,0,3492
Henry,STOCKBRIDGE CENTRAL,1640,39,1087,505,9,64,4,35,24,1,716,29,551,134,2,3477
Henry,KELLEYTOWN,725,27,464,234,0,78,3,41,34,0,1579,49,988,540,2,2814
Henry,LIGHTHOUSE,1342,35,1015,292,0,51,4,30,17,0,951,64,717,169,1,2930
Henry,DUTCHTOWN,671,35,450,185,1,57,3,28,26,0,1009,41,710,257,1,2169
Henry,MT. BETHEL,485,21,281,182,1,48,2,19,27,0,1595,33,891,669,2,2609
Henry,GROVE PARK,609,19,402,185,3,52,1,35,15,1,1299,35,951,311,2,2611
Henry,LAKE HAVEN,980,35,684,261,0,83,5,35,43,0,1548,58,1072,417,1,3313
Henry,MCDONOUGH CENTRAL,1229,41,898,286,4,70,2,48,20,0,1148,91,922,132,3,3127
Henry,TIMBERRIDGE,311,20,204,87,0,26,1,14,11,0,981,34,600,346,1,1535
Houston,ANNX,828,33,575,218,2,98,17,45,35,1,2077,114,1476,486,1,3765
Houston,BMS,1500,77,1000,423,0,155,10,74,71,0,3875,165,2525,1184,1,6865
Houston,CENT,1519,63,924,528,4,130,6,49,75,0,2791,113,1706,965,7,5805
Houston,CGTC,855,33,622,200,0,96,3,56,37,0,1820,64,1391,362,3,3493
Houston,FMMS,2100,88,1373,637,2,185,9,92,81,3,3105,104,1972,1025,4,6959
Houston,HAFS,253,14,126,111,2,15,1,6,8,0,810,17,417,376,0,1343
Houston,HCTC,1495,99,874,517,5,139,5,63,70,1,1929,153,1240,534,2,5031
Houston,HEFS,282,11,106,163,2,10,2,3,5,0,502,16,262,223,1,1019
Houston,HHPC,1881,74,1152,639,16,124,5,49,68,2,1920,99,1295,520,6,5687
